text,label
"One of the silliest movies of the 1940s, an unbearable haunted house comedy with music starring Kay Kyser. Kyer, orchestra leader and radio-star (and eternal college fraternity goof-off), was sort of the precursor to Spike Jones, hamming it up for his guests and backed up willingly by his merry troupe of musicians. He's hired to play a birthday party in a gloomy mansion, the kind where poison darts imported from Africa are framed and hung on the wall. The shindig is beset with a creepy judge, a scary professor, an ominous swami, lots of giggly females, and enough bad jokes to fill three Bob Hope pictures. The songs (by Jimmy McHugh and Johnny Mercer) are nothing to brag out, and neither is over-confident Kyser, yukking it up with elbow-in-the-ribs material that turns 1940 back ten years. * from ****",0
"Oh, what a bad, bad, very bad movie! Cowritten by and starring Sylvester Stallonethat should have been enoughand featuring too many rock-climbing scenes, vertigo, falling, and scene-chewing villains and a botched airborne heist. There are two plots, both lame. One involves a traumatic failed rescue, and the other involves bad people wrecking an airplane for booty, and killing various harmless people whenever possible. The usually reliable John Lithgow, perhaps depressed by the sheer awfulness of the product, is reduced to sneering and calling those for whom he doesn't care ""Bostid!"" in a vague approximation of an English accent. Janine Turner, who was sprightly and enigmatic when she played Maggie on Northern Exposure, is sadly wasted in the part of a rescue climber and pilot. Stallone is stolid and muscle-headed. No deathless lines in this one. No living lines, either.",0
"This movie is worth watching if you enjoy marvelling over special effects. There are some interesting visuals.<br /><br />Aside from that, it's typical nineties/aughties hollywood fare of dazzle without substance. True to the title.<br /><br />It's not worth picking apart the story. That's like performing brain surgery on a dinosaur. There's not much there to begin with. It's nothing original and not very special. So don't go in for the story at all. Just look at the effects.<br /><br />As has been mentioned, it got a little flashy at the end, diluting the purity of great FX treatment of an invisible (and at times half invisible) man. However if you ignore the ""standard"" pyrotechnics, it's a sight to behold (or not to behold).<br /><br />All in all, it's a decent FX film worth seeing for that purpose and that alone.",0
"Not much to say beyond the summary, save that this is an example of J. Edgar's Hoover's constant attention to maintaining a good ""PR"" profile. They don't make movies this bad very often, especially with the likes of Jimmy Stewart and Vera Miles in the blend. Too bad. <br /><br />",0
"What more can be said? I have not been this fascinated with a young actress since Cate Blanchett burst upon the scene over ten years ago. And although both Blanchett and Blunt have played Queens now( seems to be the benchmark for up and coming actresses), the roles are complete polar opposites.<br /><br />Simply put if you are looking for high passion, compelling drama, and Machiavellian intrigue, this is not the movie for you. This isn't to say that the script or direction was bad, its just that the subject of the film did not lead too dramatic a life when compared to other notable royals like Elizabeth I, Anne Boylen, Henry VIII, Henry V, Henry II and Elainor of Acquitane. These are people whose lives were the stuff such as good soap operas are made of and whose policies and decisions altered the course of British ,and in most cases, world history. Victoria, in contrast, ascended the throne without incident, she quasi-governed a nation that was fast becoming a global power due to industrialization and the rise of the Navy, her State had a stable government led by competent and dynamic politicians, and she married young had a harmonious family life. The facts of her life are not the Sturm und Drag such as powerful dramas are made of.<br /><br />The heart of the film, aside from the attempt to dramatize her stultifying upbringing and the machinations surrounding her throne, is the story of the one thing that was truly shocking and surprising about her reign- a love story. Marriage made for financial or political reasons is with reason not necessarily the place to look for world shaking passion, yet Victoria will always be remembered in history as being sort of a Patron Saint marital fidelity, happiness and ideal family life. Thus, central to the film is the budding love of Victoria and her Prince Albert. I was very taken with Rupert Friend's characterization of Albert whom he portrayed as a kind, patient, somewhat earnest and maybe a touch naive young man, looking to"" do good in the world and help"". In short, he is a good man with a good heart, not the most dynamic figure to base a drama around, but as that is not the point of the story, that does not matter. The heart of the character shines through thanks to Friend's understated yet earnest performance. <br /><br />As for the Queen, well..Emily Blunt is sublime. Her beauty cannot be denied, but she is more than something pretty to look at; her face is like quicksilver because of her expressiveness. The slightest arch of the eyebrow, glance of the eye or slight wry smile delivers so much. Again, this is not a bombastic performance of heavy speeches and impassioned pleas, its not that kind of movie. But what Ms. Blunt does do with the role is show the simple humanity of the character with potent subtlety. <br /><br />For example, we see the joie de vivre that has been kept in check by Victoria's mother ( Miranda Richardson) and her scheming adviser/lover Conroy expressed in the simple things like Victoria trying to sketch her dog. We see her delight and fascination upon first meeting Albert by her eyes being continually drawn to him. We see her nervous and overwhelmed when addressing Parliament upon her Ascension. And my favorite scene of all in the film- we see her nervous, happy, and hopeful as she steels herself to do what really most women never have to do in their life- ask the man she loves to marry her, a proposition so ridiculous for those times( and some would say now) that Victoria bursts out in nervous laughter before she can even say ""marry me"". Again, this is not a movie for over the top larger than life expressions, but more a study in the subtleties of a character and making the little things say so much.<br /><br />So, overall, I judge the film by what it is and what it tried to do and as such I give it a 7. I felt that some of the politics could be better explained and that some very fine actors were wasted with little do and little character development, namely Miranda Richardson as the Duchess of Kent, and the characters of Conroy and Lord Peal. Again, the film need not have spent a large amount of time on those characters, but a little more exposition would have helped to explain the political environment. Also I would have loved to have seen more of the adjustment to married life between Victoria and Albert, but that may be just my greed for more scenes between Friend and Blunt. <br /><br />In summary, don't view this film in terms of a historical drama but for what it really is, a love story between two characters that happen to be historical figures. I give this film a solid 7 for wonderful lead performances, brilliant costumes and scenery and the magnificent Victoria of Emily Blunt. And anyone who has any shred of romance left in them, you will be touched by the end of this movie. God save the Queen.",1
"It's often said that Tobe Hooper just struck lucky with his grisly 1974 horror film 'The Texas Chain Saw Massacre' and every time I see another Hooper film - that view is only reinforced. It would seem that Hooper wanted to make his own version of films such as Scanners and Firestarter in 1990 and so we end up with Spontaneous Combustion; a film with a couple of good ideas and a whole load more that are borrowed from other films. Put it all together and you get a messy, boring film that most people would do well to miss! The film leads the audience to believe that it might be half decent initially with an intriguing back story that focuses on some experiments carried out on two young people in the fifties. The couple have a child and shortly thereafter burn to death as a result of the experiments done on them. Fast forward some years and the baby is now an adult named Sam; but naturally he's not a normal person and soon finds when it's discovered that he has the ability to set things on fire at will.<br /><br />The film stars Brad Dourif, who must have seemed like a good casting choice given his success with Child's Play two years earlier; but actually was an uninspired decision as the central performance is really terrible; and not helped by the terrible supporting performances. The turgid direction and dull script also don't do the film many favours and the trend of lacking in favours is continued by the special effects, which are very unrealistic and have nothing on the films that this one is ripping off; all of which were made some years earlier. The plot is really slow and it's almost an hour before anything of note happens, and I didn't care for it even then. It soon becomes obvious which direction the film will go in and it all boils down to the sort of tedious ending you would expect. The final confrontation is a big disappointment and nothing is really explained during the film. Not that any revelation would have been interesting anyway. Overall, this is a rubbish film and another reason why Tobe Hooper is a long way from being a great horror director. See Firestarter again instead.",0
"Alexandre Aja's remake of The Hills Have Eyes was one of the bright spots of 2006. Not only was it a remake of a classic horror film, but it was pretty damned good too. So, nearly a year later, we are being treated to the sequel to that remake. While original scripter Wes Craven is back as producer and co scripted, this film just fails to rise to the level set by the original and the remake. A group of military trainees stop by in the desert to check in on some scientists and find themselves run afoul of the mutant family from the first film (at least those that remain plus some new ones). There's plenty of gore to be had here. What annoys me about this film is the utter lack of characterization. The viewer does not give a damn about what happens to any of these people because we haven't gotten into them. Even the mutants had some characterization last time out and this time, nothing. Gore for the sake of gore is pointless. There has to be a reason for this to happen for it to be interesting. Nothing that happens here is interesting. And what is it lately with rape scenes in films? Here we get yet another one for no real reason. Hopefully this is one set of hills that won't be visited again.",0
"I suppose bad Laurel and Hardy is better than no Laurel and Hardy at all, but just barely. It's sad that the Fox films are the ones getting a big release on DVD, exposing people who may not be too familiar with L&H to their WORST stuff rather than their classic comedies.<br /><br />Once again the boys are saddled with a dumb romantic plot about a guy who's invented an invisible ray. He's in love with the bosses' daughter, who hates him and prefers some slick guy. It's incredible to think the geniuses at Fox thought THIS is what L&H needed in their films.<br /><br />Without their pancake makeup the boys look tired and old. The only scenes that work for them in this picture is when they try to sneak out of a bedroom window at night and the rather bizarre scene where Robert Mitchum, being a classic noir bad guy tries to sell Oliver Hardy ""insurance"" on Stan.<br /><br />Otherwise, this script is just a mess. Forget this and see if you can find a copy of ""A Chump at Oxford"" or ""Bohemian Girl"" or ""Sons of the Desert"" instead.",0
"If John Waters had written and directed ""House of 1000 Corpses"" after being struck about the head repeatedly with a heavy object, the result would probably be something like ""The Blood Shed."" It's mildly entertaining for the first half hour, but then it slides into a sort of featureless glop of constant screaming and people doing things to each others genitalia with electric carving knives, cutlery and pliers. Susan Adriensen (Sno Cakes) is incredibly annoying and Terry West (Elvis Bullion) is almost as bad in whatever it is he's doing in front of the camera.<br /><br />Maybe the best thing about ""The Blood Shed"" is that it won't take most viewers very long to forget about it.",0
"They screwed up this story! In the end Nell is all heroic and taking on for the team to save all their asses from Hill House and a bunch of nonsense like that! They added heads getting chopped, wires cutting peoples faces, and the ceiling turning into a giant hand! What the hell is that about??? I own and love the original movie, I read the book and I love it! The reason why the original movie and the book are so great is because it scares you so much without even showing the ghost. There is no gore. There is no ceiling hand. It is only the ghost ad how ghosts can truly kill a person. They cannot kill us, they cannot throw us about the room or fly a knife into our head. No. They can only drive us mad. Taking away all our senses of security. Nell was a selfish woman. She only wanted good things for herself. Yes, she cared a little for the others, but not too much. David Self and Jan de Bont have taken a crap on this great story! I hate this damn remake!",0
"Is this the ""worse"" Star Trek TOS episode? Maybe, at least it gets my vote as being in the bottom 5. I mean, this episode makes absolutely no freaking sense. Seeing something that makes you go mad? Give me a break. This episode also has a different feel to it, the music is heightened, almost forced to enhance a feeling of distress, to the point that it sucks. Give me some Klingons, Gorns, Tholians, Romulans, higher beings like Triskelion's or anything but Medusin's, these are very boring aliens to make an episode around. McCoy gets to utter his famous phrase ""He's Dead, Jim"". Spock puts on the protective goggles when transporting the ambassador away but Kirk does not. They go through that freaking ""barrier"" now for the third time that I can remember, boring. At least season three's next episodes would be ""Spectre Of The Gun"", and ""Day of The Dove"" and others to follow, making Trek a decent show to watch in syndication where it would pick people like me up as avid fans. Personal observations, Trek loved to use the color purple, its kind of a pinkish purple, like when they are in the corridor outside the compartment, the gangway that is normally grey is now purple. We never had a purple bridge but its interesting to see, I noticed it in several episodes, it was done by a light filter and it works very well but in this episode, in the ships corridor is pretty lame.",0
"In 1993, ""the visitors"" was an enormous hit in France. So, the sequence was inevitable and unfortunately, this sequence ranks among the worst ones ever made. <br /><br />This is a movie that doesn't keep its promises. Indeed, it's supposed to tell a sole story. Jean Reno must go in the twentieth century and take Christian Clavier back in the Middle Ages so that time can normally follow its course. The problem is that Clavier feels completely at ease in the world of the twentieth century, and so make him get back in the Middles Ages is rather hard... Instead of this, the movie goes on several other stories without succeeding in following the main plot. As a consequence, the movie becomes sometimes muddle-headed, sometimes a bit of a mess.<br /><br />But the movie also suffers from the performance of nearly all the actors. Reno and Clavier fall into the trap that however they could avoid in the first movie: they're going over the top and become annoying. Then, why did Jean-Marie Poiré the film-maker engage Muriel Robin in the female main role? He made a mistake because she seems ill-at-ease and is absolutely pitiful. The other actors aren't better: Marie-Anne Chazel is nonexistent and Christian Bujeau, unbearable.<br /><br /> Of course, the movie contains a few good moments with efficient gags but it often falls into vulgarity and easiness. Certain sequences and dialogs are affected. It also appears hollow because Poiré takes back elements that secured the success of the first movie. Thus, a young girl takes Reno for a close relative of her family and asks him to take part in her wedding.<br /><br />A labored and disappointing follow-up. Anyway, what's the interest of this movie otherwise commercial?<br /><br />",0
"""Raising Victor Vargas"" is one of those light, family movies that you can watch and do the N.Y. Times crossword puzzle at the same time. And if you want to go to the kitchen for a taco and a Corona, you don't have to ""Pause"" the DVD. Just let it roll, 'cause you won't be missing anything really important. No twists, turns, or tension. It's not really an ethnic movie, it's a movie about a poor, struggling immigrant family that happens to be Latino. They could have been any ethnic group. It made very little difference. I've seen it all a zillion times before. Just plug in a Jewish family, an Italian family, a Black family, or an Irish family. Just the accents and names were different. If the Vargas family was named Bush or Clinton and were Presbyterians, the movie would have been a total snooze. <br /><br />It's funny that the critics here couldn't get the locale straight. Some said it was Spanish Harlem. Some the Bronx, and another Brooklyn. As a life-long New Yorker, I vote for the Lower East Side. And it seemed that the family never met up with anyone except other Latinos. They lived in an insulated/isolated little enclave. Some interaction with non-Latinos might have created some excitement, interest, or tension. Remember West Side Story?<br /><br />And now for the oft-criticized cinematography. I don't know if it was my TV or what, but all the indoor shots looked very ORANGE to me. The apt, the furniture, and the faces were all ORANGE. What was that supposed to mean? And the apt. did look pretty cramped to me. Somebody here mentioned that the old apt's/tenements had very big rooms. Well, maybe 50 years ago. What landlords have done is to break up one big apt into 2 or 3 very small ones and squeeze as many immigrants as they can into them. <br /><br />And another annoying thing ....This is the second family movie I've seen and criticized this week that featured a teenage boy ""jerking off"". Is this private sex act necessary for us to watch? Please spare me! What's up with these directors? <br /><br />So ""Victor Vargas"" is a pleasant little movie. It was nice for a change to see young Latino actors given a break and a chance to show their talents, which they did. But the writers let them down, giving them a flat, unspectacular script to work with. Enjoy the show, but keep your fingers near the ""fast forward"" button.",0
"It's a good thing I didn't watch this while i was pregnant.I definitely would have cried my eyes out and/or vomit. It was Kind of gruesome mainly disturbing. I personally thought the baby was adorable in its own twisted little way.However as a mom I cringed when Beth stabbed herself in the stomach and when Virgina aborted the child during her 3rd trimester with rusty utensils no less.Also,as an animal lover i almost cried when she scratched the cat to a bloody pulp.However,As creepy and sinister as the baby was I was rooting for it to live.And as twisted as the movie was I am extremely intrigued to see the sequel...... ......... ....... ......... ......... ....... ...... .....",0
"this is a piece of s--t!! this looks worse than a made for t.v. movie. and i shutter to think that a sequel was even concieved and the results... war is prettier than this. jean claude van shame has done it again and he wonders why his career is where it is now. no script, no story and no time should be wasted on this. i mean that. 1 out of 10 is too high, way too high. goldberg should be jackhammered for this. van shame is no actor.",0
"Definitely one of funny man Eddie Murphy's lesser films is this nonsense about a kidnapped mystical child, three hundred year old dragons and a ""Chosen One"".<br /><br />Murphy is the ""Chosen One"" in question, and as the opening song suggests, he is ""the best man in the world"". A finder of lost and missing children, he is approached by a mysterious Tibetan woman (Charlotte Lewis) who tells him he is ""The Chosen One"", and that it is his destiny to find and rescue ""The Golden Child"". For if the child were to die, compassion would die with him, as he is the bearer of compassion.<br /><br />If all this hocus pocus rubbish hasn't ruined it for you now, it surely will once the movie begins. Suffice to say the plot is abominable and destroys the whole film. Meant to be another vehicle for Murphy's egotistical brand of humour (the comedy isn't so great mind you), the movie fails on many levels. Even Charles Dance as the evil Sardo Numspa can't do much for proceedings. Very silly and disappointing.<br /><br />Sunday, December 12, 1993 - T.V.",0
