Unnamed: 0,text,label
16526,@USER______ oh and how did you feel?? Now my Ventolin seems overrated haha,1
659,"@USER____ Great read as always. I was on Cymbalta for 5 days. Cold turkey had sweats, migraine, tremors while on & 3 days after.",0
3432,"@USER______ this is true! Thanks haha me too, until San Diego at least. I can afford the $45 tricare raised Cymbalta to! It was 0 -.-.-.-.-",1
15397,"@USER_____ The 1 with his dog dressed up, lol, in Crestor Orange! A ""CrestorU Alumni""? So Happy? Using a life-saving Drug? That constipates!",1
5983,trazodone and iron pills. i have such an awesome bestfriend for taking care of me&lt;3,1
7507,@USER____ Can I use #semtex while i'm on anti-depressants? (fluoxetine) xxx,1
4900,@USER________ Doc put me on lamictal. Not sure if it helps. Im not bipolar but he likes to experiment. Psychosis not as fun as 1 might think,1
9082,"my dog was put on xanax yesterday. if that doesn't work, they are gonna out him on prozac. mmmmmkay.",1
1753,Someone bring me Starbucks and a throat lozenge.,1
895,@USER________ @USER____ ugh. my partner was on paxil for a while. it made him hide in the apartment. :/,0
9467,rt @USER______: depresion hurts... cymbalta can help.,1
1951,'@USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.' happy banana yayay :),1
5693,@USER_________ those infections are constant for me so I take Azo yeast supp everyday esp in summer n Cipro RX after relations.,1
8037,En #Espanol: Drug Safety Communication: #FDA investigating 2 deaths following  injection #Zyprexa Relprevv HTTPURL_________________,1
5482,"@USER_________ yes, quetiapine is an antipsychotic and in lower doses is good for anxiety. Also very often now given as a sleep aid cos it's",1
4841,@USER_________. #theapprentice I haven't needed my Fluoxetine for months then along came these 15 reasons to slash my wrists!,1
8481,we had to put my dog on prozac. that is all.,1
6543,"on a low. may 8th marks 3mths of unemployment, hoping when the fluoxetine kicks in my moods will stabilise. #herestohoping",1
2257,LLY_$52.35_results of pre-specified safety analysis from theINTREPID trial evaluating the effect of LIVALO®in HIV-infected with dyslipidemia,1
7458,"Vyvanse and cocaine are both schedule II drugs, coincidence? I think not.",1
14046,@USER_________ lmfao she gotta wait and it's suboxone anyways so her fault,1
15563,"Fave episode of Sesame Street is when Mr. Noodle is put on the Exelon patch to treat dementia & is taken away from his neglectful ""friends.""",1
7924,@USER________ not a doc but worked in hospitals & cipro is the only thing that works for me.,1
16395,*checks to see if she beat @USER__ to it* generic sildenafil is no longer sls! A good day for sexual health  #pharmacy,1
13041,"@USER______ tamiflu :( Not a cold, beginning of flu.",1
10174,"who else see this victoza commercial and yell in a riff raff voice ""dominique wilkins!!"" HTTPURL________________
SMM4H2022OLqPyGAenreXm66o	@USER_____  yep. i injected some boniva into aaron rogers collarbone.
SMM4H2022pwASXs1INpaT49K1	not really a fan of prescription pharmaceuticals but some adderall would be a god send right now, silly uk medical regulations.
SMM4H2022qMrNWrDzCXNg1cRN	hopefully scoring some temazepam later
SMM4H20223SGiEzQBhlPgeCGU	2 oxycontin + 4 temazepam + 15 endone + 5 cones = trip to emergency. oh and don't complain your canula hurts #fuckwit #charge$forpublichelth
SMM4H2022unTmjAst02jgq0za	@USER_______ levaquin when i get up to go get it. i will see what insurance pays.
SMM4H20225x4fiRJAOhmYYlMT	nothing like my own brother calling me selfish and stupid for possible choosing to take tysabri instead of the ng tube. 😔
SMM4H2022fMyQlUEy4T8AKboq	@USER________ i can't stand the injections! tecfidera is where it's at! #mslife
SMM4H2022bcINAKBT0QcztMBN	it amazes me how fast and well metoprolol works.
SMM4H2022i4fPRZuNSezv1Cl4	Spending my first night of freedom watching corrie, eastenders, corrie, MasterChef and a documentary about thalidomide #wild
SMM4H2022yuz7Iv6DbEitnKRB	trying to decide if i should take the saphris tonight or not.
SMM4H2022OGvt8HPS3gYmS7fb	@USER______ then saphris is entirely unnecessary. that was my mistake.
SMM4H2022MUl2wVnSOoVxpN6T	latuda is right for me
SMM4H2022pPPrOVyqE8xu1CCS	@USER__________ @USER__________ @USER_______ ive chngd frm zonisamide to lacosamide and nt doing the job yet but we will see! so will u. :-)
SMM4H2022PwOCjO27hceEXOMs	god gave us adderall for mornings when you're still drunk and the hangover hasn't even started
SMM4H2022JaQMSHnrpbvyDIAy	shit hodgy is a fucking savage like his lyrica are to fucking crazy!
SMM4H2022o9QT6RKYXVaVUcDD	janette: """"well cheryl i'm gonna take boniva and some other medicine so i may die""""""",1
5461,WTF Seroquel get to work so I can get to sleep. #insomnia,1
9226,Janssen: FDA issues CRL for XARELTO to reduce the risk of stent thrombosis in patients with acute coronary syndrome. $JNJ,1
10597,i haaaate geodon,1
1837,"$bmy rt @USER_______: $azn ceo: results of savor study lookin at potential cv benefits of #diabetes drug onglyza due ""in the next few days""",1
4896,*batman voice* do you have a lozenge,1
5321,"@USER_________ No xanax , i want a cocktail :D made with : Diazepam , Lorazepam , trazodone , oxycodone , hydrocodone :D",1
10862,@USER________ one of the magnificent pics signed by miss bonova at ibrox on saturday HTTPURL_______________,1
2221,"Oops, thought I had plenty of Pristiq left, realised I actually only have 2 days worth left. Luckily I can go to the pharmacy tomorrow!",1
335,15.15 rivaroxaban diary day 24.  pains easing all the time. didn't take losartan yesterday. will get bp and hopefully inr checked today.,0
3707,"@USER______ it's true, but after slapping a bit of paroxetine on the little guy i can go for hours!",1
7663,rt @USER_: some of you need a labotomy......lithium.....and seroquel...,1
3644,hi im bored and cant sleep hahaha help me I cant find my trazodone and have a big today.,1
7003,did you get ignored by liam? does constantly trying to get 1/5 and failing make ur chest hurt? depression hurts cymbalta can help,1
13154,i have heartburn so bad but i refuse to take a nexium,1
2097,I regret swallowing my vyvanse at this moment #tootiredforthis,1
7998,"rt @USER_______: tip: my 5 item health kit for distant lands: cipro (gut), z pak (chest), pepto (stomach), purell (germs), advil (hangovers…",1
13651,The advair I'm using right now expired a year ago. Not sure if that's safe,1
6378,watching keeping up with the kardashians can make ur head hurt cymbalta and 1 mill dollars can help,1
12768,@USER_______ mhmmmmm open the suboxone clinic &amp; you'll be just fine.,1
7450,@USER_________ that's disturbing considering they are the refurbished version of cipro,1
14507,My first meal of the day along with my medications. I'll take my Enbrel when i get home.pic.twitter.com/ktTQQU4oOn,1
9596,@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____,1
8792,Cleaned my house. Thanks vyvanse :),1
1232,@USER_________ @USER_______ In my humble opinion the only reason for prescribing olanzapine is sedation.,1
12834,@USER______ @USER__________ adderall,1
13208,so tyler the crestor is performing sigh eminem at wembley,1
11900,"@USER__________ hold worth ward, good effient staff",1
4629,"Yeah, I said ""lozenge"". Get over it, grumpy receptionist.",1
11191,smoggy reyataz curse is your 6-minute sunday supper retrial diaper rash pradaxa purchase gruper duncheon hexagon butt,1
523,"In other news, I've got my first weird side effect from quetiapine. Numbness and tingling in my fingertips.",0
5908,"rt @USER______: it's metoprolol... not ""toperall."" please get it right, thx #pharmacyprobs @USER_________",1
14050,@USER___________ fluticasone spray nasal,1
11335,Cone “@USER_: Sniffing adderall off the counter of my kitchen”,1
10678,@USER_________ @USER____ jess doesn't know about latuda 😹😭😹😭 and #fergieisgonnakillyou,1
15489,#FDA #CVOT Ratner: What happened w/ $GSK rosiglitazone (#Avandia) has severely damaged equipoise; asks can we do TIDE trial again  #diabetes,1
14736,baby fever is some shit. fuck them damn kids bitch i need a nuvaring,1
5770,FDA investigating unexplained deaths of two patients who got injections of the antipsychotic medication Zyprexa: HTTPURL_____________,1
12275,studied so much biology and come downstairs because my brains full and ma maws watching a documentary on thalidomide 😐😐 i can't escape done,1
13639,#RuinAMedicine George Metformin,1
5729,Feel like crap and I have misplaced the last of my Paroxetine… Don't get more until Friday. Fuck.,1
8159,@USER________ My sleeping schedule is messed up. I go to bed late & I sleep late. I'm on a pill called Seroquel. It helps you sleep. (:,1
12935,@USER_ thanks Caz but i was on dutasteride before you and I think my regrowth done. Still using minoxidil though - just in case :),1
12308,i just took 20mg of temazepam and now i'm reading taipei on my iphone lol,1
5342,@USER_________ mainly cause geodon is cheaper. Hella cheaper. And more weight neutral. Will still take quetiapine ir at night prn,1
10691,the name of the antidepressant latuda alone should make you happier. hahahah sounds funny. la-toot-ah,1
15195,Seqeul ni mcm Twilight plak.. girl be a real hero? Pastu konflik antara Petta dan Gale. Hurmm..,1
14514,is losing people sent tradjenta to singapore,1
4898,Sally Field keeps my Boniva strong.,1
2393,"@USER___________ depression hurts, cymbalta can help",1
5111,I run on Vyvanse and RedBull.,1
238,"@USER__________ @USER________ Me too, Remicade for a year, Humira, and had an allergic reaction to Cimzia, almost killed me in November.",0
7727,"manhood today is about exfoliation, cheese courses, emotional honesty, and paxil. and yes, cutting peppers in the classic style de julienne.",1
14249,@USER_____ Rabeprazole for the win,1
9910,maybe its nicotine maybe shes a danceraybe shes a beauty queen,1
3958,None of this putting-off-my-trazodone-and-thinking-myself-to-morning-madness bullshit tonight Im just tossing it back like its a Vicodin,1
11963,"@USER_______ dude, i told you: Levaquin was bogarding my stash. @USER_______",1
11740,boniva got her looking right.,1
5801,"@USER_______ yes dear,now take ur prozac and call for knaidels",1
2491,Can't get enough of the throat clearing playback ! #lozenge,1
12837,can someone bring me a xopenex inhaler? ill pay big time $$$$,1
9658,my life would be so much easier if i was prescribed to vyvanse,1
12476,"@USER___________ we see many non-obese pts, with body weight as low as 35 kg,many of them not given metformin",1
837,do the people that make the blu e-cig not fucking understand what addiction to nicotine is?! where is it already,0
14867,"In other words, metformin is protective against cancer...",1
4566,Doing my first interview with @USER____ researcher today & tysabri patient. Then back into hospital for more steroids,1
16934,I'm thankful for Metformin,1
601,@USER________ yeaa bihh all jacked up on vyvanse!??,0
166,the nicotine beast has me firmly gripped in it's gnarled yellow claw. #resistanceisfutile,0
3802,@USE Mother Nature needs a Prozac. Those poor people need a break.,1
14284,she want a 💍 ok!!! shit boo you can get da whole fuckin set earring toering tonguering bellyring &amp; da damn nuvaring!!! lmfao  😂😂😂😂😂😂😂,1
11956,"@USER__ No worries. I find Valium works better than temazepam for anxiety induced insomnia, but YMMV",1
5129,@USER__________ I was on it WITH Prozac & Quetiapine but they took me off bcoz it's too addictive (what the fuck ever! Gimme that shit!) LOL,1
1155,i think that vyvanse is making me grind my teeth...,0
8240,i might just skip smoking and go straight to nicotine lozenges because i can suck them in class. #christiancollegerebel,1
8599,@USER_______ so true. i'm actually trying to get g to lose some. i'd increased her food b/c many dogs on fluoxetine lose weight. not g. oops,1
10284,@USER___________ been up and down. on seroquel and cymbalta. psych just introduced lithium. tried saphris omg thought i would die lol x,1
10788,"@USER_________ Onglyza - important drug for $AZN and $BMY - much more 4 $AZN .. ppl will look at heart failure data closely, affect sales.",1
5004,"@USER_____ @USER_____ the most imp is I am off all rxs.baclofen for #spasms, lortab for #pain & Xanax for #anxiety",1
15847,That extra energy tank in Maridia makes a world of difference,1
10667,i literally spent 10 mins to do the mla tweet right why cant i concentrate i need adderall,1
16738,all college students should be prescribed with adderall,1
12235,you're right. the only reason i'm okay anymore is because of 40 mg of viibryd daily. (the highest dose btw) happy now?,1
10156,"aliskiren drug》 directly inhibit renin. ae》dry cough, hyperkalemia &amp; angioedema. indication》htn. @USER_________",1
15600,Why does Miralax try to make being constipated look fun? It's not and thats the point in taking the damn meds,1
3448,"lozenger or ""lozenge""?  i prefer ""lozenge"" cause ""lozenger"" sounds weird to me.  or i'd just say ""cough drop"" instead  #randomness  :)",1
13455,The major/ultimate weight loss agents are the anorexics. Sibutramine (Reductil) and co.,1
3180,Someone get the dude on sportscenter a lozenge,1
14871,Thank you sa loperamide @USER___ :))))))))))))),1
5423,"The essentially down-to-earth products off these families pertaining to drugs are sertraline, fluoxetine differ:",1
9904,this nicotine lozenge tablet taste so damn weird. trying to quit smoking though.,1
5748,Nicotine & faded dreams,1
1012,i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.,0
11696,instead of cymbalta it's latuda now..... get outta here,1
15529,@USER___________ question have you tried enbrel or rhethuxin?,1
16377,@USER________ absolutely discussed with the service I received when calling from New York  after running out of ventolin for my asthma,1
17093,This boy said he took Imodium for his headache....,1
16592,"antara ada dan tiada""@USER___: #omspiktanya need someone special ?""",1
15487,@USER____ @USER_______ @USER_________ e-fucking-xactly! know how long I was still getting darvocet scripts after it was taken off the market,1
17107,Really? You think taking miralax while pregnant caused your kids autism? I guess you really can't fix stupid,1
16816,@USER______ @USER________  @USER_____ @USER______  SG forgot to take doses of nexium and burnol before the UN speech,1
13196,@USER___ @USER____ Jack did you need Sildenafil citrate?,1
5348,You're not going to find a pigmy on Paxil #EllenDegeneres #HereAndNow,1
1508,"@USER_____ @USER_______ dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday",1
8730,"I love the Humira commercials because I love to say ""adalimumab"" yeah.",1
15271,@USER____ Loperamide,1
2590,"Effexor, Motrin and prosseco make a great cocktail!  ....",1
8920,thank god for vyvanse. #latenights #earlymornings,1
15730,@USER_______ pharmacist even came up to me and said I could buy diclofenac - just use double the dose the shop bought ones come in. Cheeky!,1
13817,Congrats to Exelon a supporter of GPS!,1
1544,Depression hurts. Cymbalta can help.,1
5020,"The truth is xannies & seroquel just pwned my ass so it's just me 'n Winnie now. Nites, Luvs u  ^.~ xx",1
13377,.@USER did some calculations - a new contract for Exelon could cost Rochester-area ratepayers over 100 millions dollars a year with Ginna.,1
2975,"@USER______ glad GET is helping; it just made me worse but the CBT helped me focus. I have tramadol, baclofen, paracetamol, ibuprofen",1
1042,"seroquel census: ""did we kiss?"" (notes i scribble next to my bed at 5am, loopy on anti-psychotics)",0
989,21.36 day 9 rivaroxaban diary. particularly bad lower back ache had not eased by 14.00 so went to bed. much better when i woke at 19.00.,0
10210,"l___, that was a good trick. I was able to smile because I was sitting. We'll call that the Geodon game.",1
13104,"see a bird of nlhe, politics lover plane protocol vesicare lois cuba, so that we no relation horse ebooks kfc constipation",1
16931,"Legenda-legenda Chelsea yang lain antara lain Dennis Wise, Marcel Desailly, Jimmy Floyd Hasselbaink, Mark Hughes,",1
2706,sdds fluoxetin,1
8109,@USER______ I'M OFF FLUOXETINE,1
12682,i found my nexium while cleaning my room 😍😍😍😍,1
3169,"things i learnt from 23andme: Substantially increased odds of remission from depression when treated with Elavil, Paxil, Effexor, or Celexa.",1
6447,chinese refinery appoint uncolored android memo book pc funpad midst because a online public utility lozenge cellar,1
17055,i never knew so many college students took adderall to study for finals 😳 lol,1
13796,@USER_______ @USER________ @USER______ @USER__________ they could do with some lunesta,1
12694,we all know one asthma patient using ventolin inhaler which is a reliever medication. best choice of therapy is a controller medication,1
808,"not feeling like staying up all night, so taking the #levothyroxin in the morning. #lamotrigine early at 0432utc",0
141,"@USER________ It's ok, I guess it's just a case of trial and error with antidepressants. Coming off venlafaxine has been so nasty :(",0
1865,"@USER______ yeah, maybe paxil isn't so bad, but never try it with zoloft. ::shudder::",1
14888,chaste system of cases. antara dua darjat. haha,1
12524,"Most of prescription drugs are suppressants, like Phentermine, Meridia (sibutramine), Acomplia and several other brands",1
9939,"can you mail drugs overseas? vyvanse, specifically.",1
16093,So since Meridia is gone? Is there another??,1
4240,Atypical Femoral Neck fracture with Denosumab: 1case in yr1-3 vs 1case in yr4-7 #EULAR2013 #osteoporosis,1
16763,@USER_______ Suboxone is the best option though. It's amazing!,1
12359,"tamiflu antiviral side effects include nausea, vomiting, cough, headache, and dizziness. just like the flu you already have, but for money.",1
199,i took some baclofen and i dont feel a little but drowsy! #wtf #backspasms,0
5675,Effexor(TM): the most important meal of the day!,1
1174,'@USER_______: i run on vyvanse and redbull.' so done with that life. vyvance cooked my brain like a stove top,0
1482,I feel like wonder women when my vyvanse starts kickin in #magicpill,1
4586,think i might need #xarelto but dont know why,1
9233,"@USER_____ I learned from my mother and stepdad when they had interior painted again, painters had to strip the nicotine stains off first.",1
16131,"@USER___ I've been quite disappointed by the ""Cochrane says Tamiflu is crap"" responses I've had. I can just imagine the ""I read a paper""s",1
3047,"Paula Deen opened mouth & inserted salted butter fried battered bacon bombs, diabetes drug Victoza, & now her own foot. #pauladeen",1
16587,1000 McChickens or a Vioxx showcase?,1
6083,"methylpred, glatiramer acetate, interferon alpha n beta, baclofen, natalizumab...what am i thinking?",1
10588,@USER__________ seeing lots of pregabalin being used for periop acute pain (&amp; anxiety) mx. esp ortho surg. any merit in this?,1
17050,i love oxycodone 😍,1
13255,Today I start take a injection Enbrel with Valentac.Two injection same time.But I consider cold weather.Hope it gets better to work my neck!,1
7134,How do you not know what a throat lozenge is....?,1
12373,"@USER____ Buprenorphine patch applied, heavily-medicated stream viewer ready.",1
8446,Lady asked what's difference between Venlafaxine tabs & m/r tabs. Told her it's a lot of happiness in one go or a little throughout the day.,1
7381,I need food. I'm cranky when I'm hungry. Food is my Prozac sometimes. Ok. Most of the time.,1
3365,Need to finally invest in this 2k an vyvanse out,1
2154,Alendronate + Cholecalciferol = Fosavance #Memorization,1
12555,I'll always love Meridia though,1
10187,"ugggg latuda is not a great name for a med, just my opinion, makes me giggle saying it. #justsaying",1
5668,Pfizer & BMY are applying for approval to use Eliquis for treating venous thromboembolism  VTE.,1
3796,@USER___ @USER______ I won't take it. I'm an RN. I take Trazodone.,1
42,@USER________ i came off pristiq in july last year. i still get brain zaps when tired. my genitals aren't numb now tho - swings/roundabouts,0
16627,"@USER_________ I bug every drug rep for free stuff  I have a nasacort notepad, cvs highlighter and Welchol cups",1
9635,my eating changes next week. i will literally be mental for the next few weeks doing that and weening off of seroquel.,1
10567,soriot explains low take-up of brilinta by saying it wasn't marketed well enough,1
12987,oxycodone is my second best friend.,1
514,"food doesn't help for energy, not sure how to get some get up and go! #newmeds #quetiapine #bipolar",0
9784,@USER________ why go to the gym when you can take vyvanse and get the same results quicker? 💁,1
4378,@USER__ How long have you been on Tysabri? Do you know your JCV status? Did all this happen while on Ty (bad MRIs etc)?,1
15532,"@USER________ reardon, galvin, page, et al. must be running to the toilet all week. they know they are knackered. try imodium &amp; lucazade",1
7356,17 of the top 20 prescribers of the blood pressure drug Bystolic have received speaking fees from its maker.HTTPURL_________________,1
2769,"Paxil is worth a try for anxiety/depression.. been out shopping today with a friend, before Paxil i would not have done that!",1
7490,seroquel hit me so i can go to sleep.,1
2519,But really shout out to whoever took the last pills from my Vyvanse prescription I can't get anything done because all I can do is laugh,1
1046,"I have been on Seroquel (Quetiapine) for so long I don't even know what the side-effects are! Although, I think overheating is definitely 1.",0
16443,simon cowell caca handika horse ebooks in eddie bauer. edify diamond wrong way head clump fetish bitpagos symbicort alice cooper,1
14089,@USER_______ Enbrel & MTX since April. Rheumy just told me my inflammation levels are too high..infusions are the next step.,1
12052,I've been prescribed Pristiq by my psychiatrist. You know you're queer when even your anti-depressants sound fabulous.,1
12074,This woman in the Eliquis commercial has dementia.  Her husband is totally humoring her has she takes pictures of kids she doesnt have. #sad,1
12766,Januvia Linked To Increase in Heart Failure Hospitalizations: The cardiovascular effects of drugs used for glucose control in patient...,1
7918,"sari: trazodone (sedation, orthostatic hypotension).. nassa: mirtazapine (sedation, weight gain, less gi and sexual side effects)",1
7048,@USER____ i'm slowly putting the lamotrigine back up and i'm back on o but i really shouldn't be at work,1
12624,anytime i drink coffee i instantly need an imodium,1
5945,@USER_______ @USER____ -generic drugs as effective as amgen's enbrel for arthritis- @USER____ -: a blockbuster drug made b...  @USER_____,1
2000,just realized i'm staying the night and i have no seroquel. fml.,1
1314,"@USER_______ I'm not trying to start any immature fight with you. But ask you to realize how dangerous ""medicine"" is. Like ""cymbalta"".",1
6386,"@USER___________ @USER__ i take wellbutrin as well. but with effexor, so i have no reduction in cravings. yay for snris.",1
5579,@USER_____  Sorry for jumpin ass man. Being sober gives me mood swings. Gotta double my dose of Paxil. Tired of this liver B.S.,1
7759,is frank bruno on here&gt;&gt;i want to talk olanzapine frank,1
6176,one hundred years of latuda #twitterclassics,1
12432,Lunesta is life,1
13722,@USER________ I just started taking Lunesta after years of sleep struggles. It's a game changer.,1
15190,@USER_______ Q3 - I use aerius & nasonex to lessen my symptoms. Also right now I'm using Symbicort inhaler for my bronchitis #PurifyYourAir,1
3614,@USER_________ Venlafaxine. It's the best so far but all SSRI/SNRI meds carry the suicide risk.,1
9325,I've been tweeting a lot. Blame it on the Vyvanse. I usually don't find myself that interesting..,1
894,@USER___________ @USER_____ you are so horny and i am not! wtf!!! paxil why paxil why!!!!,0
14653,@USER__________ wow that's crazy! They told u it's nothing to worry about?  never been on remicade. on humira had some dumb side effects tho,1
7931,"@USER_____ it's my nicotine patch. besides, i spend about an eighth of the time i spent on facebook on twitter now.",1
2526,@USER_________ saw this on FOX while in ER for diagnosis: Pyelonephritis Side Question~Why are Flomax &Ciprofloxacin a DD interact flag?,1
5652,"@USER____ Effexor, Lithium, Abilify, Trazodone, and Klonopin",1
5997,corneal deposits=chlorpromazine ziprasidone=prolonged qt olanzapine=weight gain clozapine=agranulocytosis  thioridazine=retinitis pigmentosa,1
2313,I can't sit and listen to more than one Nas song at a time. Nigga be spitting that musical Seroquel,1
5941,"""@USER_____: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.""",1
628,"@USER_________ Cipro destroyed my entire body, from head to toe.  Bedridden since 2009.  Be VERY careful.",0
10504,"@USER________ they are actually called Geodon and they are wayyyyy better than adderal, it's amphetemene free.",1
4687,Vyvanse trades are the best lmfao,1
7436,trazodone with pharmacy | hd eng-tech solutions,1
1597,"I'll go untreated for 8 weeks! That is extremely scary, if I wasn't on Effexor and Ativan I would be having panic attacks..thank God no pain",1
2447,"Cipro is my friend this week, in bed with a kidney infection @USER______ what was in that Pho?",1
16088,4 flu shots + 1 Zostavax before lunch = happy Kevin! #g493rocktheshot #NextPlease! @USER______ @USER_____ @USER___________,1
7925,"thin lozenge stiff, acer 4820tg main features in regard to valorous exceptional playacting",1
13016,he might even pay for my suboxone doctor. then i don't gotta worry about being sick. but i tapered to such a low dose that subs will fuck up,1
14930,"Nd sildenafil is? ""@USER_____: Then at the pharmacy shop a 69 year old man was buying sildenafil. Haha, my eyes have seen""",1
12210,never take viibryd ever,1
14692,"I was telling a nurse about the unpublished studies proving tamiflu is basically useless and she said ""that's why I don't get the flu shot"".",1
12523,"@USER_____ doctor said to come back for nexium if i need it, hoping it fixes itself :((((;",1
3788,I'm about to drink 4 cups of coffee and take a vyvanse,1
8392,“@USER______: ciprofloxacin is my fav med to pronounce.”iv or po?,1
441,"down to just one tiny dose of effexor each night now. today wasnt too bad in terms of anxiety &amp; depression, but irritability? woosh!! way up",0
10481,i only know sally fields as the fragile woman in the boniva commercials and the mom in mrs.doubtfire. and now a presenter at the #oscars,1
6801,@USER__________ @USER___ @USER__ + an european tour we need to do this,1
7975,"#dabigatran dose for prophylaxis in hip replacement: 110 mg po once within 1-4 hr of completed surgery, then 220 mg po qday for 25-28 days.",1
14504,oxycontin 30/80 dill xanax 2mg dilaudid opana roxicodone adderall 30m  (downtown),1
8035,"#VegasGR In Dabigatran reversal hemodialysis/hemoperfusion is the best option.May consider FFP, PCC, Cryo, FEIBA, recomb Factor VIIa #FOAMed",1
9994,"@USER______ no, you def can't have both. trazodone had no effect on me at all. nothing has worked for me except good ol' ambien.",1
5115,"@USER__________ Do the injections suck? Enbrel takes 5 seconds longer, but I've heard it's like a wasp sting.",1
14151,*Rory McIlroy doesn't need to take Enbrel & his ass isn't soaked in sweat.......#PGAChampionship,1
7404,FDA rejects NDA for Xarelto to prevent stent thrombosis in ACS patients. (Story to follow in the pm.),1
632,@USER___ cipro is awful makes me sick as a dog too,0
4070,Site Update: Media for Elizabeth in a Pristiq commercial,1
14070,@USER_______ you can get OTC nose spear called fluticasone that'll help.,1
863,ok brain &amp; body. we need a chat about oversleeping and overeating since taking olanzapine again #tuboficecream #timetochange #junkfood #gym,0
14045,i learn as a pleasant surprise from the indo (i know!) that enbrel also protects against alzheimer's disease.,1
7379,How long before Boniva ousts Sally Field and replaces her with Vanessa Hudgens?,1
10652,@USER__________ i've just got my fingers crossed he listens to me and swaps lacosamide for topamax. the latter should be more suitable...,1
2531,... I expect by the end of the day all of the drugs will have melted and I'll be standing in a puddle of hydrocodone and venlafaxine.,1
12806,Like the doc who recommended buprenorphine (which only came in injectable soln at the time) for refractory depression in '98. saved my life.,1
3812,Archie is freaking out from thunder. Thunder shirt ain't working. Any ideas to calm doggie? Shaking like a leaf- do I give him my seroquel?,1
7516,@USER_______ I think Kleenex should thank @USER________ for their boost in sales they will have within the next 8 days. Maybe Prozac too. Ha,1
