,text,label
2579, He used to be a hero during the war time and everyone respect him . ,0
37151," OK , we've finished . Can you get your father and brother ? ",0
18608, No wonder you look so upset . Have you called the police ? ,0
21516,I found out when Jim's birthday is . It's this Friday . ,0
41417, Three for ten cents . ,0
61127, Ten and a half . ,0
11620," Well , I want to earn more . ",0
9889, I didn't know you were scared of heights ! Was it really bad ? ,0
43549, I wish I'd put it in the bank . ,0
50181," Well , what is the operator's number ? ",0
7602,What are you doing ? ,0
40419, The food there is actually pretty good . ,0
55160," Not a problem . May I have your name , please ? ",0
70826," I think I'll sign a nine-month lease in case I decide not to go to summer school . I can extend it if I want to stay , can't I ? ",0
78960, I don't really need five . ,0
49674, Which one is your favorite ? Why ? ,0
53486, Make it tighter . I want the blood stopped.Then wrap some bandages around the cut . Then we can go . Ouch ! I hope I can walk . ,0
47046, Are you a doctor ? ,0
30763," You had two drinks at nine o'clock . C'mon , Ann , you are in an American university now ! You have to learn how to drink . ",0
64889," Yes , they do . But you can only access all the articles if you have a subscription . ",0
16775, Why don't you speak English ? ,0
59016," No , but I am starting working out from now on . ",0
434,How can I tell her about this ? ,0
38810, I don't see anything wrong with it . ,0
63462," You want to withdraw on your Time Deposit , right ? ",0
64952, Don't you know about Kentucky's ? ,0
15242, Right . What are you going to do tonight ? ,0
33324," I'm in a good mood today , actually . How about you ? ",0
86155, Is there any limit ? ,0
46694, Tea and silk . ,0
4836, I'll bet you were a little embarrassed . ,0
53188, what else ? ,0
18979, Let me see . Oh yes . Your professor has placed this book on reserve . That means you cannot find it on the shelves in its usual place . You need to go to a special room called the reserve room . It's down the hall and to the right . ,0
24494," I use several services . Of course , I deposit and withdraw money quite often . I often use my ATM card to take money out of my current account . I use my bank to exchange money from once currency to another . I often travel abroad , you see . ",0
17023, Do I have to take gym ? ,0
43576, I think I'd rather have tea this morning . ,0
6059," Sorry , I didn't think it mattered . ",0
61946,"Is there anything I could help you with , sir ? ",0
73266, Are you aware of all the controls in the car ? ,0
7271, no . I'm new here . I just moved here a few months ago . ,0
6954, did you study at all last night for your exam ? ,0
61730," If you feel our proposal is attractive , it is estimated that business to the extent of over twenty million marks can be done in this manner . ",0
10777, What happened ? Why did everyone get so quiet ? ,0
27349," Nice to meet you . And what do you do , Susan ? ",0
57623, She has a yellow dress on and red sneakers . ,0
36524,Will you look at this form ? ,0
21908,Don't you have too much to do with him . ,0
67573, And what did you decide ? ,0
70676," Can I get a relaxer , too ? And why did you say , “ You crazy ” instead of “ You ou're crazy ” ? ",0
83712, Can I list my interests next ? ,0
58026," Well , it's only three stops from here . ",0
38360," I am not surprised , you eat too much . ",0
67112, Not yet . What happened ? ,0
83314, No . ,0
85243, Here you are . ,0
58612, Thank you . ,0
27350, I'm a student at UCLA . ,0
83323," Honey , don't tell me that you want a pet dog also . ",0
77945, You must tell your embassy about it . And I think they ’ ll issue you with a new one . ,0
32393,I know you are a good dancer . What dances do you like ? ,0
49893,Consumer Credit Department . How may I help you ? ,0
48168," I'm sorry , he is not here at the moment . He has gone to the International Business Center . ",0
86133, Hm .. I think you ' Ve got the flu . ,0
78138, Some grape juice would also be nice . ,0
48913, Bus No . 12 . ,0
66037,"Right . Just take off your jacket and shirt . And lie down on that bed over there ... That's right ... Now , just hold up your right arm , will you ? ... Does this hurt ? ",0
77750, I know several . But wouldn't it be easier to take the shirt back and exchange it for the right size ? ,0
67605,Do you like the food here ? ,0
23080, I ’ d love to but I have to help John with his math problems right now . ,0
44371, I think so . It should be . ,0
26232," I'm seeing that you are doing OK in some areas , but not so well in others . ",0
60854,Hello ! Where can I buy an inexpensive cashmere sweater ? ,0
39933, Just a couple of weeks ago . It's usually very reliable . ,0
58081, Where is your birthplace ? ,0
38622," That's just what I need , sometimes I'm pretty forgetful . ",0
31434," No , there is an updated version , three minutes video date . I know an online dating website providing such service with a microphone and webcam , you can sigh for it . You can be face-to-face with a guy talking for maximum three minutes . ",0
67926," Good afternoon , I'm looking for Mr . Alert Li . ",0
22246," Well , the state will benefit a lot , I suppose . ",0
85438," Yes , please . ",0
41572,"Can I talk to you for a moment , manager ? ",0
86850," You wanna take some time off , is that right ? ",0
60188, Which one is this ? ,0
86143, The Iranians will give us a 10 % discount if such a high order is placed with them . No doubt you know an incentive discount encourages the buyers and helps expand seller's business . ,0
26897,It seems that something is praying heavy on you.What ’ s the matter ? ,0
57344, Slide your card through the card ID pad and punch in your PIN . ,0
81805, Usually the commission is three percent of the net invoice amount after deduction of discounts . ,0
9048,Hello . ,0
63162," What day would you like to reserve the suite for , sir ? ",0
16275, I am sorry too . I know we've been talking about this beach trip for a while . I should have told Bob I was busy this weekend . ,0
17899,"Hi Rose , what are you busy with right now ? ",0
7361," Tom ... you are her boss , you down . Of course , she's helpful to you . ",0
51777, OK.thanks . ,0
70991,What does Human Resources Department do ? ,0
1434, I am really not sure . ,0
853, Run ! They are thirsty for more ! ,0
14381," But they ’ re very nice , you know . ",0
9262, That makes sense . Who interviewed you ? ,0
35578," If you are satisfied with the conditions here , please sign this contract and give it to me . ",0
56092, Just make yourself a peanut butter and jelly sandwich . ,0
31359," Yes , I really don't like it . ",0
11053,Tom set the whole country by the ears with his discovery . ,0
25235, I am leaving right now . ,0
66154, But where's the switch ? ,0
956," The food was excellent , but Jane ordered a birthday cake , which they forgot about . So as you can see , you were not the only one . ",0
27493," I don't like ads , either . But ads could bring big profits to the TV station . ",0
58646, I wonder how all the businesses in the area feel about that . ,0
28901, Hmm ... Maybe I should sign up too . ,0
39115,"Can I help you , sir ? ",0
82528," Not sure yet.How about you pop the hood and we can take a look . Mmmm , it doesn ’ t look good . ",0
53497, I promise I will . ,0
76488, What kind of volunteer work ? ,0
20340, To where exactly ? ,0
49375," Well , I am a beginner . I ... ",0
4242," No , I've been coming for the last 3 years.Each year keeps getting better.Where are you from ? ",0
57551,Hello ! I'm sorry to bother you . This is a complimentary fruit tray . Your food will be ready soon . ,0
3125, You ’ Ve got to be careful on the food you eat . ,0
27476," I know you're right , but what can I do ? ",0
41143," You get home late , don ’ t you ? ",0
30594," Yes , I do . I am the oldest child . I have a sister and a brother . My sister is in college and my brother in high school . ",0
48131, Now let's board the boat and have a ride on the lake . ,0
73157,"Can I give you a lift home , Mrs Word ? ",0
85082, Sure . ,0
67406, For what ? Complaining about what happened in the elevator ? ,0
15288, Oh ... why ? ,0
2976,How's Jerry's new school ? ,0
81213, Tom Black in Room 207 . ,0
34635, All right . They ’ re due back next Wednesday . ,0
35548,"Good . There is the information desk . How do we get to seventieth street , please ? ",0
39829," Goodbye , Randy . Take care . ",0
19372,"OK . I'll take your bet , as long as the winner gets to pick the movie . What about you , Nick ? ",0
23340, Yes . Can you help me remember how to spell ' beautiful ' ? ,0
49117, That is fine . ,0
86271, Have you packed the camera yet ? ,0
51183," Yes , the house was in a terrible mess . It was almost turned upside down by the burglar . ",0
33175," Well , it doesn't seem like it.He must have forgotten . ",0
22115, Spring . ,0
86968, Anything else ? ,0
25598," ah , I don't know a fit works . Last time , all I saw the gym were bunch of lidos , like me . ",0
61057, I can get that for you . ,0
58499,"Hi , I ’ m the superintendent of this building . What can I do for you ? ",0
75892," Well , shall we go to the hotel right now ? I've already made a reservation for you . ",0
57962, I prefer to sit next to a window . ,0
24805," Because I can make many different kinds of pictures from one negative . That's more , but that saves money . ",0
71406, I understand . ,0
15278, That could be helpful . But when you go into a shopping center ... prices become very flexible . You have to be able to read the market . ,0
13305,"Bob , you look pale . What happened ? ",0
42744," well , sometimes the city auctions off houses to the community . You ’ d have to make a quick decision about the offer in a day , but you would definitely save money doing it that way . ",0
55051, I have never done that myself . But I hear it is very interesting . You two should go . ,0
56650, Will the blood test hurt ? ,0
57459, I need all of my supplies right away . ,0
23818, I didn ’ t see it . ,0
51299, Will the bus pick up the tourists from hotels ? ,0
35128," In a word , gambling is a vice . We should be away from it . ",0
13598,Have you seen that house ? ,0
84762," I have a proven track record in resolving problems , multitasking , and dealing with customers , as you can sec in my resume . I think it is enough . ",0
24724, Not bad . Have you heard Wendy divorced her husband ? ,0
29115, I haven't ever cared for that myself . ,0
81008," Beer , please . Oh , there are so many dishes . ",0
36113, We call this a ' parking meter ' . ,0
45314, It is green . Come upstairs and see it . ,0
67616, What are the different workshops that are available at the EDD offices ? ,0
36232, Sure . How long is your vacation ? ,0
63030,"Now , if I look here I see that you completed a BA in English ? ",0
27879, Yes . Why ? ,0
42048, We can't be too cautious about these things . ,0
84509, How do I get the form to apply for unemployment benefits ? ,0
3366," You're right.Make - up can only disguise my age , but exercise may delay it . ",0
52790, They should be there in the next hour . ,0
28265,Mr . : Are you Mary Lin ? ,0
38900, 812 . ,0
19491,Are you busy next Saturday ? ,0
74403," I'm sorry , but June 30 is quite soon . I can't guarantee 1 500 cases , I'd prefer the first shipment to be 1,000 cases and the next 2,000 cases . ",0
13984," Come on , dear . I know you mustn ’ t forget it . ",0
14763, Don't worry about it . It must be somewhere in your room . Let's see where you put it . Have you searched your drawers and the desk ? ,0
55438," That is wonderful . We've been having serious problems in that area . Our internal accounts seem so messy at the moment , nothing is running smoothly and it's costing us time and money . ",0
27564, Hi Simon . Nice to meet you again ,0
63611, Coming up immediately . ,0
17302, Have you noticed what has changed ? ,0
44981," Port's too sweet . It's a dessert wine . A dry red French wine would be nice with meat . A glass of chilled white German wine would be good with fish . But , we're not eating and it's hot out , so I think I'll have a tall glass of sangria with ice . ",0
13712," No , thanks . ",0
82261," As a trial order , I'll take 5,000 dozen this time . ",0
60957," It is genuine , isn't it ? ",0
67410,"Dear , can you drive me to the clinic ? ",0
20038, Make your selection and hope for the best . Vending machines aren't all that reliable . ,0
39658, That ’ s right ! We apply CPR in the case of cardiac arrest or pulmonary arrest . ,0
24372," Fine , I know a good hotpot place in the downtown area , food there is pretty spicy too . Shall we try that one ? ",0
17988, That's a very good hint . ,0
77260," No , the secretary does this . It's not part of my job . ",0
42469," My biggest satisfaction is when I experience growth in a job . When I first started as a paralegal , I had a lot to learn . But through hard work , advice from some good mentors and continuing education , I have come a long way . I've learned to be flexible when possible and to deal with difficult people in a positive manner . ",0
58891, They need to be there at eleven in the morning . ,0
69948, You can just go to work after you vote . ,0
55721,Are you Liu Yan ? ,0
72593, Maybe we can think of something somewhere between a chick flick and a horror movie ! ,0
60836, Hi there . I need to change some dollars into local currency . Can I do that here ? ,0
19364, Oh ... that's too bad . ,0
60425, And to drink ? ,0
30647," China provides the bulk of our product inventory , for sure . We import more than 40 different items from China . Most of the imports that come out of China are low-grade plastics or toys . Japan produces many electronic exports , Germany produces excellent mechanical exports . ",0
13386," Yes , here you go . ",0
48633, Which subway should I take to get to the East Side ? ,0
30874, You don't have to . ,0
68033, Nah ! Let ’ s go get a burger and fries . ,0
65298," Oh , so organic vegetables are the green option , right ? ",0
58961, Sure that ’ s fine.This is so awkward ... what ones do I pick ? What size is she ? ,0
21977, Indirect sources include contaminants that enter the water supply from soils or groundwater systems and from the atmosphere via rainwater . ,0
76477, It only takes about half an hour . ,0
83027, You should really drink water . ,0
43336, Nothing really . ,0
3878," Yi-jun said Femi was talking about you . So get out there , Tiger ! ",0
20943," Sometimes you read about people who have been cruel to pets or other animals , but those stories are rare . ",0
35770, I am going to the gym . Do you want to come with me ? ,0
59275,"Excuse me , this is my first time on a plane . How do I check in ? ",0
61296," Ok . This is your cubicle . At first , you ’ ll be responsible to me . Later , you ’ ll be working more independently . ",0
74831," It's my honor , Mr . Mike . By the way , how can I know whether I am accepted or not ? ",0
67413," Well , my car won't start . I don't know what's the matter with it . ",0
69444, You can serve our salads with our dinner . ,0
15428," Then open that window.Yeah , that one . ",0
31634, Then why don ’ t we go for a walk in the hills . It ’ d be very good for us you know . ,0
26955,What shall we do tonight ? ,0
57319,"Hi , Andy . I am going to Isabel ’ s . Are you coming ? ",0
40057, Jenny Madison . ,0
85758," I am sorry , sir , there ’ s nothing I can do . You cannot board the flight with that large bag either.Carry - on bags must fit in the over-head compartment or under your seat . That bag is clearly too big . ",0
70077,Did you hear something ? ,0
48444, I've really been working a lot lately . ,0
38629, Yeah ! ,0
35660," Soup does the body good , sweetie . It's what you need when you're under the weather . ",0
80499,"Excuse me , I am a transit passenger for flight PB965 , can you tell me where to go ? ",0
78115, have you ever experiences a flood ? ,0
69198, Thanks . ,0
71623, Anything else ? ,0
74581," It has an ice maker , water dispenser , and plenty of room on the inside . ",0
13706," No , never . I don ’ t think I ’ Ve ever met a girl taller than me ! Have you gained weight recently ? ",0
83999, Our red wine is very famous . I'd suggest you try that . ,0
65432,How do I order the office supplies that I need ? ,0
79984, Are these your bags ? ,0
80042, That's it . How much ? ,0
63563," So , when are you going to inform the owners of my acceptance ? ",0
84337," Mmm , how much is it ? ",0
18515," He does , he started five years ago and now ends up the richest among us . ",0
77910," Oh really , what kind of fruit do you like ? ",0
58301," Yes , that's for sure . But it is not that bad . It's gonna be all right . ",0
48348, OK ! ,0
48949," Certainly . The customer is always right , we are here to serve you . Is there a reason that you would like to return it ? Did you have problems with our product or services ? ",0
60176,"I want to go to china for sight-seeing . What do you think of it , Mum ? ",0
23204, Finally 100 candidates ran for one seat . ,0
72761,"Hello , sir . Have you anything to declare ? ",0
53846," Really ? Since I have to go back to England within the next few months , I would like to sell my apartment as soon as possible . ",0
75135, I see . That ’ s ok . I ’ ll pay . ,0
73980," I see , that's a long time.How much was the watch ? ",0
32268," So , do you think workers should be paid as little as possible ? ",0
67541, I am putting a tourniquet on your arm to plump up the vein . It will only feel like a little pin prick . ,0
8448," OK , but they better tag lightly ! ",0
78180," No , I can ’ t speak French . But I can speak Italian , not very well though . ",0
32994, What kind of dancing do you like ? ,0
3150," He said he hadn't taken any exams for ten years , and couldn't get used to it immediately . He was extremely nervous then . ",0
51360, Elvin ? Which one is he ? ,0
50806, Here is my passport . And this is the declaration form . ,0
33374," Something attractive and dressy . Maybe a little sexy too . New Year's Eve is a special occasion and it only happens once a year , right ? ",0
34932," Hey , Andrew . How's everything with work ? ",0
56083,I'm hungry . ,0
29979, I don't know . ,0
14370,I just got fired . ,0
12017, isn't there anything else ? ,0
43206, I want to sign up for some funds units . How do I go about it ? ,0
53264," No , you needn't . A number 13 bus will also take you to the hospital . ",0
40468, Those are nice . What are they ? ,0
16228," Sure , you still have my contact details , right ? ",0
86574,May I fix an appointment with Dr.Cui ? ,0
3458, It must have been fun seeing those unusual animals and birds . ,0
13123, Come on ! It is really a fun game . ,0
11828," Uh , I don't know what to say . What do you want to know ? ",0
33973, Yeah . They are emitted directly into urban water supplies . ,0
83441, Are you quite sure you can come next Tuesday ? ,0
68640, Sure . Here is the mirror . ,0
42077, By the middle of October . This is the best we can do . ,0
5950, That makes sense . It's important to take care of your health early in life . ,0
80154," In fact my records were excellent . My overall GPA was 9 on a 10 scale , which was the highest in my class . ",0
9768,So what are you doing for Thanksgiving ? ,0
85916, I haven't been able to watch my cable for the past week . ,0
37062," Sure , speak to you later . It isn ’ t urgent . Maybe it is easier if I send you an e-mail . ",0
20220," What's more , some scenes were good , much fit for the children . ",0
