text,label,label_text
"Amazon.com, Microsoft sue spammers,  #39;phishers #39; Amazon.com Inc. and Microsoft Corp. have filed several lawsuits in various Seattle courts aimed at computer spammers and  quot;phishers quot; who use a look-alike Amazon.",2,Business
Boston Scientific to Offer Senior Notes Medical device maker Boston Scientific Corp. on Monday said it is launching a public offering of two series of its senior notes to repay commercial paper borrowings and for general corporate purposes.,2,Business
"KPMG Units Agree to Pay to Settle Malpractice Suits The American and Belgian arms of KPMG International, a global accounting cooperative based in Switzerland, have agreed to pay \$115 million to settle claims of accounting malpractice growing ",2,Business
"A cure for shortage? It #39;s too late for this year #39;s flu season, but a Canadian drug company yesterday said it has agreed to provide influenza vaccines to Henry Schein Inc.",2,Business
"US Stocks Up Slightly After Ford Forecast  NEW YORK (Reuters) - U.S. blue chips edged higher on   Friday after Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; raised its earnings  forecasts, but wireless technology provider Qualcomm Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote""&gt;QCOM.O&lt;/A&gt; held back the Nasdaq after saying an accounting review  may reduce pretax income.  ",2,Business
"Oracle #39;s next fight seen at boardroom LOS ANGLES (CBS.MW) - Following its latest rejection, the next stage in Oracle Corp #39;s battle to buy PeopleSoft is set to begin in a courtroom on Wednesday.",2,Business
"VW and unions begin a new round of talks HANNOVER, Germany Senior negotiators from Volkswagen and its main union entered another round of negotiations on Tuesday as they worked to reach a cost-cutting contract and head off the first comprehensive strike at the automaker #39;s factories in western ",2,Business
"U.S. Stocks Slip as Profit Warnings Weigh  NEW YORK (Reuters) - U.S. stocks slipped on Wednesday after  several companies issued profit warnings, while Fed Chairman  Alan Greenspan's remarks that the economy was pulling out of a  summer soft patch did little to quell expectations for a rate  hike later this month.",2,Business
"Jeremy Warner #39;s Outlook: Is anyone safe as Spitzer takes aim at &lt;b&gt;...&lt;/b&gt; Is no one safe from Eliot Spitzer #39;s accusing finger? After the investment banking, fund management and pharmaceuticals industries comes the insurance sector, which in a suit filed by the New York attorney ",2,Business
"U.S. Oil Clings Near \$47  SINGAPORE (Reuters) - U.S. oil prices hovered near \$47 a  barrel on Wednesday, awaiting data that was expected to show a  big drop in fuel stocks in the United States due to  weather-related disruptions to output and shipments.",2,Business
"Rentokil rules out break-up Rentokil Initial, supplier of services ranging from security guards and pest control to conferences and exotic plants, has ruled out breaking itself up, despite tumbling profits and a swirl of takeover speculation.",2,Business
HHG gets out of red zone AMP spin-off HHG plc has produced a pound stg. 46 million (\$A117 million) profit for the six months to June 30 - a massive turnaround from the pound stg.,2,Business
"Stocks Drop on \$49 Oil, Slowing Economy  NEW YORK (Reuters) - U.S. blue-chip stocks fell  on  Thursday to nearly a five-week low as crude oil touched \$49 a  barrel, close to the record set last month, and a key gauge of  future economic activity fell for a third straight month.",2,Business
"Sun Micro Aims to Woo Banking Customers (Reuters) Reuters - Sun Microsystems Inc.  is\staging its first press and customer event in New York on\Tuesday in three years to roll out new products and woo\customers in the banking industry, one of the network computer\maker's most important markets.",2,Business
"Abbey top job for Santander man The new owners of Abbey National, Banco Santander Central Hispano, yesterday appointed their own man to head up their 9.1bn acquisition and pledged not to close any of Abbey #39;s 740 branches.",2,Business
"Ryanair Could Profit with High Oil - CEO (Reuters) Reuters - Europe's biggest no-frills\airline, Ireland's Ryanair Holdings Plc , will turn a\profit even if oil prices hit  #36;75 a barrel, Chief Executive\Michael O'Leary was quoted saying on Sunday.",2,Business
"Bank of America to Cut 4,500 More Jobs The Bank of America Corporation said yesterday that it would cut an additional 4,500 jobs from its ranks, beginning this month, as it simplifies operations.",2,Business
Treasuries Trim Gains After GDP Data (Reuters) Reuters - Treasury debt prices trimmed early\gains on Friday after U.S. economic data proved to be not quite\as weak as some bulls had been betting.,2,Business
"Jukebox is reborn for the Internet age The Internet has changed the way people listen to music in their personal space. (Think iPod and other portable music players.) Now, it's also changing the way people listen to music in public places, such as restaurants and bars.",2,Business
"US Job Cuts Steepest in Eight Months up 45 percent from August -- according to a survey released by the outplacement firm Challenger, Gray and Christmas. Compared with a year ago, job cuts were up 41 percent.",2,Business
Dollar Slumps After Weak U.S. Data  NEW YORK (Reuters) - The dollar sagged on Tuesday as softer  U.S. data on Tuesday re-ignited worries that the world's  largest economy has yet to recover from its recent soft patch.,2,Business
"Stocks Rise; Healthcare Sector Climbs  NEW YORK (Reuters) - U.S. stocks rose on Wednesday, a day  after a sharp sell-off, as value investors picked up shares in  lagging sectors such as healthcare.",2,Business
US Air Pilots to Vote on Pay-Cut Proposal  WASHINGTON (Reuters) - Bankrupt US Airways took a crucial  step toward securing \$300 million in concessions from its  pilots union late on Tuesday when leaders of the labor group  said they would forward a plan to cut wages and benefits to all  pilots for a vote.,2,Business
"No relief as IMF and World Bank talks on poor end in failure THE worlds leading finance officials and ministers yesterday failed to reach agreement on debt relief for the poorest nations. Wrapping up a weekend of IMF and World Bank talks in Washington, no agreement appeared to have been secured.",2,Business
"PeopleSoft Ousts CEO in Oracle Battle In Oct 1 story headlined  quot;PeopleSoft Ousts CEO Amid Oracle Battle, quot; please read in paragraph 16 ... originally offering \$16 a share ... instead of ... originally offering \$19.50 a share ... By Michael Kahn and Martha Graybow.",2,Business
How Millionaires are Born There's hope for the next generation when teens begin investing their money.,2,Business
"Oracle victorious in quest for PeopleSoft It #39;s finally over. Business-software maker PeopleSoft (PSFT) agreed to be acquired by rival Oracle (ORCL) for \$10.3 billion Monday, ending 18 ",2,Business
"Despite Mega-Deals, Small Mergers Rule  Philadelphia (Reuters) - Despite the euphoria of one of the  busiest weeks in U.S. mergers and acquisitions in almost five  years, Wall Street investment bankers cannot live by mega-deals  alone.",2,Business
"UPDATE 2-GE sells India back office unit stake for \$500 mln General Electric Co. (GE.N: Quote, Profile, Research) , the world #39;s top conglomerate, said on Monday it had sold a majority of its pioneering Indian back ",2,Business
The Health Care Clash Moves to the Next Aisle Supermarkets face a new showdown as labor unions determined to keep health benefits spar with management trying to compete with Wal-Mart.,2,Business
"Halliburton says profit in Iraq is weak HOUSTON Halliburton, the oil services company once run by Dick Cheney, the US vice president, reported on Tuesday a quarterly loss and only meager pickings from its vast operations in Iraq.",2,Business
"Adobe Posts Sharp Rise in Profit  NEW YORK (Reuters) - Adobe Systems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ADBE.O target=/stocks/quickinfo/fullquote""&gt;ADBE.O&lt;/A&gt; on Monday  reported a sharp rise in quarterly profit, driven by robust  demand for its Photoshop and document-sharing software.",2,Business
"No go for Mitsubishi Fuso buses because of faulty seats TOKYO - Japan #39;s Transport Ministry has urged bus operators across the country to idle all buses made by scandal-hit Mitsubishi Fuso Truck and Bus Corporation, after passengers were injured by faulty seats that suddenly broke away from the floor.",2,Business
"AT amp; Wireless unveils messaging-only handheld AT amp;T Wireless on Monday seemed to be trying to turn back the clock on cell phone design trends when it introduced the Ogo, a messaging-only handheld.",2,Business
"Vivendi Flashes V for Victory Vivendi (NYSE: V) is one of those complex behemoths of a firm that normally doesn #39;t make it onto my radar since, as a lazy Fool, I prefer my companies small and simple.",2,Business
Hardie feels boycott pain ASBESTOS-RELATED boycotts of James Hardie products have forced the controversial building products maker to slash its profit forecast.,2,Business
"Fireman's Fund says it will keep insuring autos in Mass. Fireman's Fund Insurance Co., apparently swayed by recent meetings with a Massachusetts regulator, reversed course yesterday and said it now plans to continue writing auto insurance policies in the state next year.",2,Business
"Federal tax staff strike over wages OTTAWA -- About 8,000 employees of the federal tax agency walked off the job yesterday in Ontario and BC, including 280 in London, leaving public phone queries unanswered and federal revenue cheques uncashed.",2,Business
LA parking company lands contract renewal with ABIA Los Angeles-based Ampco System Parking has received a multi-year contract renewal with Austin-Bergstrom International Airport. ,2,Business
"services will make cash flow, says Vodafone Vodafone, the world #39;s largest mobile phone company, believes it can generate an extra 2.5 billion in cash every year by reducing costs and getting customers to spend more on their phones.",2,Business
"Dutch bank to lay off 2,850 staff ABN Amro, the Netherlands #39; largest bank, is to cut 2,850 jobs as a result of falling profits. The cuts - amounting to 3 of the bank #39;s workforce - will result in a one-off charge of 790m euros (\$1.1bn).",2,Business
Circulation investigation hits Times A wide-reaching federal investigation into newspaper circulation practices has knocked on the door of a fourth New York daily - The New York Times.,2,Business
"Consumer Price Index up 0.6 in Oct. (Washington-AP) Nov. 17, 2004 - The Labor Department #39;s Consumer Price Index shows a larger-than-expected gain, but combined with Thursday #39;s reading on wholesale inflation, analysts say the picture is one where ",2,Business
Artificial trees grow on Americans More and more Americans are waking up Christmas morning to find Santa #39;s presents nestled under the plastic branches of an artificial tree.,2,Business
"ATA Files for Bankruptcy  LOS ANGELES (Reuters) - ATA Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ATAH.O target=/stocks/quickinfo/fullquote""&gt;ATAH.O&lt;/A&gt;, parent  of struggling low-cost carrier ATA Airlines, on Tuesday filed  for Chapter 11 bankruptcy protection as falling fares and  soaring fuel prices drained it of cash.",2,Business
"Update 8: Yukos Removes Anti-Crisis Plan From Agenda Shareholders of the foundering Russian oil giant Yukos will not vote on an anti-crisis plan at a Dec. 20 meeting, the company said in a statement Friday, saying the plan would be impossible to implement in ",2,Business
"Jury rules 9/11 was two attacks Attaching victory to a string of defeats, a jury yesterday agreed with World Trade Center developer Larry Silverstein #39;s claim that the planes that struck the Twin Towers represented two separate, insurable events.",2,Business
"Stocks Drop on \$49 Oil, Slowing Economy US blue-chip stocks fell on Thursday to nearly a five-week low as crude oil touched \$49 a barrel, close to the record set last month, and a key gauge of future economic activity fell for a third straight month.",2,Business
"IBM to Expand Data Centers Across World  SAN FRANCISCO (Reuters) - IBM is expanding and adding new  technology to 11 of its data centers in North America, Europe  and Asia to meet growing demand and rolled out new services to  customers, the world's largest computer company said late on  Thursday.",2,Business
"Knight Steps Down as Nike Chief Phil Knight stepped down Thursday as president and chief executive officer of Nike Inc., the athletic shoe and clothing company he co-founded.",2,Business
"BA, Virgin to up fuel surcharge British Airways and Richard Branson #39;s Virgin Atlantic Airways say they will raise fuel surcharges following similar moves by major European carriers this week as oil prices surged.",2,Business
"Denver storm covers roads in ice, knocks out power. DENVER - A Halloween storm gave the Denver metro area its first taste of snow for the fall, and dumped even more white gold on top of snow that had already fallen at Colorado #39;s mountain ski resorts.",2,Business
"300,000 seek 3,000 dockworker jobs LOS ANGELES  Longshore union and port shipping officials yesterday sifted through 300,000 applications submitted as part of a special lottery for 3,000 lucrative temporary dockworker jobs at the nation #39;s largest port complex. ",2,Business
"Google Raises \$1.67 Bln in Cut-Price IPO NEW YORK/SAN FRANCISCO (Reuters) - Google Inc., the most popular Internet search engine, raised \$1.67 billion on Wednesday in its long-awaited IPO after slashing the price and size of an offer beset by missteps and ...",2,Business
"ADV: Forex Trading: The New Financial Account Get real-time rates, free charts and news, as well as a free demo trading account from FXCM - the market maker for Forex trading. Visit the site today.",2,Business
"Penn National buys Argosy Gaming Co. Argosy Gaming Co., the owner of Sioux City #39;s riverboat casino, has been sold to Penn National Gaming Inc. in a \$1.4 billion deal that would create the nation #39;s third-largest operator of casinos.",2,Business
"Telstra in \$750m buyback By staff writers and wires. THE nationn #39;s biggest telco, Telstra Corp, is offering shareholders up to \$4.65 per share in a off-market buyback worth \$750 million.",2,Business
PayPal and Apple iTunes link-up Payment system Paypal announces a tie-up with Apple's iTunes as it continues to secure new business with online retailers.,2,Business
Shares in easyJet fall to all-time low EasyJet #39;s bumpy ride continued yesterday as shares in the no-frills airline hit an all-time low after it warned that fares will remain under pressure next year.,2,Business
"Disney's Eisner Sees Iger as Successor  LOS ANGELES (Reuters) - Walt Disney Co. Chief Executive  Michael Eisner said company President Robert Iger is his  ""preferred choice"" to succeed him in running the entertainment  conglomerate, according to an interview in Sunday's Los Angeles  Times.",2,Business
"I was kept in the dark: Anil Anil Ambani has written to his brother Mukesh, saying his powers as vice-chairman and managing director of Reliance Industries have been diluted by  quot;keeping him completely in the dark quot;.",2,Business
"Administration cuts job growth forecast The Bush administration, after being ridiculed by Democrats for an overly optimistic jobs forecast this year, yesterday significantly reduced its forecast for new jobs that will be created in 2005. It slightly boosted its estimate for overall economic growth.",2,Business
"China Aviation Oil Says Still in Business The main supplier of jet fuel to China is continuing to do business despite a criminal investigation of its US\$550 million (euro414 million) in losses on derivative trading, the company said.",2,Business
"Walgreen Profit Rises 30.5 Pct, Shares Up  CHICAGO (Reuters) - Walgreen Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WAG.N target=/stocks/quickinfo/fullquote""&gt;WAG.N&lt;/A&gt; on Monday posted a  30.5 percent rise in quarterly profit, boosted by sales of  generic drugs and digital photo processing, sending its shares  to a nearly three-year high.",2,Business
"Update 2: Volkswagen, Workers Renew Wage Talks Wage negotiations between Volkswagen AG and Germany #39;s biggest industrial union broke up without agreement Thursday, but the two sides agreed to hold more talks next week even as the union presses ahead with plans for a flurry of short work stoppages.",2,Business
"Wachovia Profit Rises 14 Percent Wachovia Corp. (WB.N: Quote, Profile, Research) , the No. 5 US bank, on Friday said third-quarter profit rose 14 percent, helped by increased lending to consumers and a decline in bad loans.",2,Business
"Miner shares the wealth BHP Billiton, the world #39;s biggest miner, will buy back as much as A\$1.5 billion (\$1.6 billion) of its Australian stock as part of a plan to return profit from soaring commodity prices to investors.",2,Business
"Brown-Forman Earnings Jump 67 Percent Brown-Forman Corp. , which sells products ranging from Jack Daniels whiskey to Lenox china, on Thursday posted a better-than-expected 67 percent jump in earnings as aggressive marketing boosted sales of premium spirits and new wines.",2,Business
United Rentals Sees 3Q Goodwill Charge Equipment rental company United Rentals Inc. on Tuesday said it will likely report a non-cash charge in the third quarter to write down the goodwill of its suffering traffic control business.,2,Business
"Spokane diocese files for bankruptcy By becoming only the third diocese nationally to seek shelter in bankruptcy court, the Roman Catholic Diocese of Spokane is hoping the court will help provide a clearer picture of its financial liability in mounting sex-abuse lawsuits and goad its ",2,Business
"Progress Energy Cuts Earnings Outlook Because Of Hurricanes RALEIGH, NC -- Progress Energy says it will take nearly \$300 million to restore downed electrical lines, splintered utility poles and blasted transformers in hurricane-ravaged Florida.",2,Business
"Google Faces Challenge of Public Company Status Your name is synonymous with searching the Internet, and you #39;ve just raised roughly \$1.7 billion from investors by going public.",2,Business
Oil Back Up to \$55 on US Winter Stocks LONDON - Oil prices charged back up to \$55 a barrel this week as a fresh fall in US heating oil stocks stoked worries over winter supplies.,2,Business
"Electronics, Health Care Profit at Tyco #39;s electronics unit rose more than fourfold in the quarter as revenue climbed 15 percent on higher sales volume in automotive, communications, computer and consumer electronics.",2,Business
"Cendant to Buy Orbitz for  #36;1.25 Billion (Reuters) Reuters - Travel and real estate heavyweight\Cendant Corp.  said on Wednesday it will buy travel Web\site Orbitz Inc.  for about  #36;1.25 billion, making it\the No. 2 online travel agency.",2,Business
"Athlete's Foot Seeks Bankruptcy Protection (AP) AP - Sneaker retailer Athlete's Foot Stores LLC filed a voluntary Chapter 11 petition Thursday in the U.S. Bankruptcy Court in Manhattan, according to court papers.",2,Business
"Bank customers to lose 'float' time Horace Small knows it's a bad idea to write checks without enough money in the bank to cover them. But with property taxes and car insurance making huge dents in his income, the neighborhood organizer occasionally relies on the  quot;float quot; -- the two or three days it takes for checks to clear -- to juggle all of his payments.",2,Business
Former Merrill Executives Convicted in Enron Scam A jury convicted four former Merrill Lynch (MER:NYSE - news - research) executives and a former Enron employee of conspiracy and fraud in the first criminal trial involving employees of Wall Street and the once-beleaguered company.,2,Business
"IBM Exec May Become Computer Associates CEO Troubled business software company Computer Associates International Inc. has selected longtime IBM executive John Swainson as its new chief executive, The Wall Street Journal reported Monday.",2,Business
"Global Funds Offer Broad Exposure (AP) AP - With the U.S. economy likely to slow next year, many investors are looking to add more international exposure to their portfolios in hopes of winning higher returns. A number of global mutual funds offer what seems like easy one-stop shopping, but experts warn that all are not created equal.",2,Business
"Update 4: EU Head Office Trims 2005 Growth Forecast The European Union #39;s head office issued a bleak economic report Tuesday, warning that the sharp rise in oil prices will  quot;take its toll quot; on economic growth next year while the euro #39;s renewed climb could threaten crucial exports.",2,Business
"ATI Q4 sales, income rocket ATI saw its income almost triple during its most recently completed fiscal quarter, Q4 2004, the company said yesterday after announcing record results.",2,Business
"America's Largest Private Companies (Forbes.com) Forbes.com - Editors: Shlomo Reifman and Samantha N. Wong\Researchers: Joshua Brandt, Fei Mei Chan, \Andrew T. Gillies, Soo Jeong, Edward Knudsen, \Artie Kwok, John Ray and Jody Yen\Programmer: Carl Subick",2,Business
"Fed expected to deliver fifth quarter-point rate hike With a fall in oil prices easing inflation concerns, the Federal Reserve is expected to continue its easy-does-it approach to raising interest rates, boosting a key rate by a moderate quarter-point at its final meeting of the year Tuesday.",2,Business
"To tithe, make it first item in budget WASHINGTON -- Why is the subject of giving such a difficult thing to discuss? Some folks would rather ask someone for a kidney than for a donation to a charitable cause.",2,Business
T. Rowe Price Has Wind in Its Sails Can the mutual fund firm do well in a bad environment for financial services?,2,Business
"Dollar Slumps Broadly, More Losses Seen  NEW YORK (Reuters) - The dollar stumbled on Friday as  persistent concerns over the U.S. economy and comments  throughout the week from European Central Bank and Federal  Reserve officials allowed the currency no respite.",2,Business
"Oracle Q1 net up 16 Net income in the fiscal first-quarter rose to \$509 million, from \$440 million a year earlier, while revenue rose seven percent to \$2.",2,Business
"IGT posts lower quarterly profit, record yearly income Slot machine maker International Game Technology said Tuesday that fourth-quarter profit declined 50 percent from the same period a year earlier as a result of the early redemption ",2,Business
"Anheuser-Busch: World's Drinking More Bud  NEW YORK (Reuters) - Anheuser-Busch Cos. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BUD.N target=/stocks/quickinfo/fullquote""&gt;BUD.N&lt;/A&gt;, the  largest U.S. brewer, said on Wednesday quarterly profit rose  due to price increases on brands such as Bud Light and strong  growth in its international business, which benefited from the  acquisition of Harbin Brewery in China.",2,Business
"Federal Regulators Find Problems at 4 Big Auditors The new regulatory body for the auditing industry said that its inspections of the Big Four accounting firms had found ""significant audit and accounting issues.""",2,Business
"Oil Rebounds After Iraq Pipeline Attack  LONDON (Reuters) - Oil prices rose on Friday, stemming five  days of heavy losses as fresh sabotage attacks on Iraqi oil  infrastructure despite a peace deal in Najaf renewed concern  over the country's supplies.",2,Business
"US new home sales, loan supply to fall-Fannie CEO US new home sales and new mortgage supply are expected to fall in 2005, but will still run near historically high levels, said Franklin Raines, chief executive officer at Fannie Mae (FNM.",2,Business
"Japanese Bonds Fall as US Sales Figures Cool Export Concern Japanese 10-year bonds fell after a US report showed retail sales rose more than economists expected last month, damping concern demand for Japan #39;s goods will slow.",2,Business
"Before-the-Bell: Sanderson Farms Falls  NEW YORK (Reuters) - Shares of Sanderson Farms Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SAFM.O target=/stocks/quickinfo/fullquote""&gt;SAFM.O&lt;/A&gt; sunk nearly 16 percent before the bell on Tuesday,  after the chicken producer's quarterly earnings fell short of  Wall Street estimates.",2,Business
"Expanding economy confirmed With the economy continuing to rank as a top factor in the upcoming election, the latest  quot;beige book quot; confirms that economic activity continued to expand through early October.",2,Business
Unilever shares fall on warning Shares in Unilever fall after the Anglo-Dutch consumer goods giant issued a surprise profits warning.,2,Business
"3M Posts Higher Profit, Misses Estimates  CHICAGO (Reuters) - 3M Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMM.N target=/stocks/quickinfo/fullquote""&gt;MMM.N&lt;/A&gt; on Monday said  third-quarter earnings rose 17 percent due in part to the weak  dollar, but the diversified manufacturer's results came in  below Wall Street's estimates for the first time in at least  seven quarters.",2,Business
"Report: Russian tycoon Roman Abramovich sells final stake in &lt;b&gt;...&lt;/b&gt; Basic Element, the holding company controlled by aluminum baron Oleg Deripaska, is close to acquiring full control of Russia #39;s biggest aluminum maker, Russian Aluminum, the Interfax news agency reported Friday.",2,Business
"Oil price at new record of above \$54 pb; Brent crosses \$51 pb NEW YORK, October 12 (newratings.com) - World crude oil prices continued their upward rally today above \$54 per barrel, rising to new record high levels for the sixth consecutive day.",2,Business
Oil Prices Slip Below  #36;46; Risks Abound (Reuters) Reuters - Oil prices fell  #36;1 below record highs\on Tuesday as fears over supply disruptions in Venezuela eased\after President Hugo Chavez won a vote on his rule.,2,Business
Applied Materials Signals Caution Applied Materials (AMAT:Nasdaq - news - research) posted sharply higher net income in its fiscal fourth quarter but said it had seen demand decelerate recently.,2,Business
"Shell Settles with SEC, UK for \$151 Mln  LONDON (Reuters) - Royal Dutch/Shell Group agreed on  Tuesday to finalized settlements with U.S. and UK regulators  which will cost the oil giant \$150.7 million over its  mis-statement of proven oil reserves.",2,Business
"More union givebacks unlikely at US Airways US Airways #39; unions, defying efforts to win labor concessions to avert a bankruptcy, are unlikely to give up pay and benefits under a threat of cuts imposed by a court, a labor leader and consultants said.",2,Business
